,Item,Part,R/W,Category,Description,Data Type,Units,Min Value,Max Value
243,2057,110,RW,Leaf Pair-01,The video line along which the Reflector search is performed and the Leaf video overlays are drawn.,unsigned 16-bit integer,video line,1.0,512.0
244,2057,182,R,Leaf Pair-01,Reports actual video line being used for reflector search. Lines used will vary as system compensations for “Video Line Shift” VLS).,unsigned 16-bit integer,video line,1.0,512.0
245,2058,110,RW,Leaf Pair-01,The video line along which the Reflector search is performed and the Leaf video overlays are drawn.,unsigned 16-bit integer,video line,1.0,512.0
246,2058,182,R,Leaf Pair-01,Reports actual video line being used for reflector search. Lines used will vary as system compensations for “Video Line Shift” VLS).,unsigned 16-bit integer,video line,1.0,512.0
247,2059,110,RW,Leaf Pair-01,The video line along which the Reflector search is performed and the Leaf video overlays are drawn.,unsigned 16-bit integer,video line,1.0,512.0
248,2059,182,R,Leaf Pair-01,Reports actual video line being used for reflector search. Lines used will vary as system compensations for “Video Line Shift” VLS).,unsigned 16-bit integer,video line,1.0,512.0
249,2060,101,R,Diaphragm X1,Unscaled correlated potentiometers value.,signed 16-bit integer,TBA,-32768.0,32767.0
250,2060,102,RW,Diaphragm X1,The offset to be applied to the raw diaphragm position when converting to a real physical position.,signed 16-bit integer,TBA,-32768.0,32767.0
251,2060,104,RW,Diaphragm X1,Learn calibrate) potentiometer correlation.,unsigned 8-bit integer,PL/M boolean,0.0,255.0
252,2060,105,RW,Diaphragm X1,Fine potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,450.0,560.0
253,2060,106,RW,Diaphragm X1,Fine potentiometer offset.,signed 16-bit integer,TBA,450.0,560.0
254,2060,107,RW,Diaphragm X1,Coarse potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
255,2060,108,RW,Diaphragm X1,Coarse potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
256,2060,111,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
257,2060,112,RW,Diaphragm X1,Step start position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
258,2060,113,RW,Diaphragm X1,Step stop position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
259,2060,114,R,Diaphragm X1,Indicates if in position TRUE).,unsigned 8-bit integer,PL/M boolean,0.0,1.0
260,2060,115,RW,Diaphragm X1,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
261,2060,116,R,Diaphragm X1,Raw value of the sensor's fine A potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
262,2060,117,R,Diaphragm X1,Raw value of the sensor's fine B potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
263,2060,118,R,Diaphragm X1,Raw value of the sensor's coarse potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
264,2060,119,R,Diaphragm X1,Raw value of the sensor's check potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
265,2060,125,RW,Diaphragm X1,Check potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
266,2060,126,RW,Diaphragm X1,Check potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
267,2060,129,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
268,2060,195,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
269,2060,196,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
270,2060,214,RW,Diaphragm X1,Simulated positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
271,2060,219,R,Diaphragm X1,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
272,2060,220,R,Diaphragm X1,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
273,2060,223,R,Diaphragm X1,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
274,2060,227,R,Diaphragm X1,Current positional tolerance,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
275,2060,456,RW,Diaphragm X1,Difference between Coarse pot and Check pot.,signed 32-bit integer,TBA,-2147483648.0,2147483647.0
276,2060,457,RW,Diaphragm X1,Difference between Fine pots.,signed 16-bit integer,TBA,-32768.0,32767.0
277,2060,458,RW,Diaphragm X1,Difference between Fine pots and the predicted fine value derived from the coarse pot.,signed 16-bit integer,TBA,-32768.0,32767.0
278,2060,459,RW,Diaphragm X1,The offset between the coarse and the check pots taken as part of calibration.,unsigned 16-bit integer,TBA,0.0,65535.0
279,2060,156,,Diaphragm X1,max position,,,,
280,2060,155,,Diaphragm X1,min position,,,,
281,2060,151,,Diaphragm X1,rad gain adj,,,,
282,2060,153,,Diaphragm X1,rad offset adj,,,,
283,2060,158,,Diaphragm X1,sensor offset,,,,
284,2061,101,R,Diaphragm X1,Unscaled correlated potentiometers value.,signed 16-bit integer,TBA,-32768.0,32767.0
285,2061,102,RW,Diaphragm X1,The offset to be applied to the raw diaphragm position when converting to a real physical position.,signed 16-bit integer,TBA,-32768.0,32767.0
286,2061,104,RW,Diaphragm X1,Learn calibrate) potentiometer correlation.,unsigned 8-bit integer,PL/M boolean,0.0,255.0
287,2061,105,RW,Diaphragm X1,Fine potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,450.0,560.0
288,2061,106,RW,Diaphragm X1,Fine potentiometer offset.,signed 16-bit integer,TBA,450.0,560.0
289,2061,107,RW,Diaphragm X1,Coarse potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
290,2061,108,RW,Diaphragm X1,Coarse potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
291,2061,111,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
292,2061,112,RW,Diaphragm X1,Step start position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
293,2061,113,RW,Diaphragm X1,Step stop position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
294,2061,114,R,Diaphragm X1,Indicates if in position TRUE).,unsigned 8-bit integer,PL/M boolean,0.0,1.0
295,2061,115,RW,Diaphragm X1,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
296,2061,116,R,Diaphragm X1,Raw value of the sensor's fine A potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
297,2061,117,R,Diaphragm X1,Raw value of the sensor's fine B potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
298,2061,118,R,Diaphragm X1,Raw value of the sensor's coarse potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
299,2061,119,R,Diaphragm X1,Raw value of the sensor's check potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
300,2061,125,RW,Diaphragm X1,Check potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
301,2061,126,RW,Diaphragm X1,Check potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
302,2061,129,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
303,2061,195,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
304,2061,196,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
305,2061,214,RW,Diaphragm X1,Simulated positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
306,2061,219,R,Diaphragm X1,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
307,2061,220,R,Diaphragm X1,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
308,2061,223,R,Diaphragm X1,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
309,2061,227,R,Diaphragm X1,Current positional tolerance,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
310,2061,456,RW,Diaphragm X1,Difference between Coarse pot and Check pot.,signed 32-bit integer,TBA,-2147483648.0,2147483647.0
311,2061,457,RW,Diaphragm X1,Difference between Fine pots.,signed 16-bit integer,TBA,-32768.0,32767.0
312,2061,458,RW,Diaphragm X1,Difference between Fine pots and the predicted fine value derived from the coarse pot.,signed 16-bit integer,TBA,-32768.0,32767.0
313,2061,459,RW,Diaphragm X1,The offset between the coarse and the check pots taken as part of calibration.,unsigned 16-bit integer,TBA,0.0,65535.0
314,2061,156,,Diaphragm X1,max position,,,,
315,2061,155,,Diaphragm X1,min position,,,,
316,2061,151,,Diaphragm X1,rad gain adj,,,,
317,2061,153,,Diaphragm X1,rad offset adj,,,,
318,2061,158,,Diaphragm X1,sensor offset,,,,
319,2062,101,R,Diaphragm X1,Unscaled correlated potentiometers value.,signed 16-bit integer,TBA,-32768.0,32767.0
320,2062,102,RW,Diaphragm X1,The offset to be applied to the raw diaphragm position when converting to a real physical position.,signed 16-bit integer,TBA,-32768.0,32767.0
321,2062,104,RW,Diaphragm X1,Learn calibrate) potentiometer correlation.,unsigned 8-bit integer,PL/M boolean,0.0,255.0
322,2062,105,RW,Diaphragm X1,Fine potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,450.0,560.0
323,2062,106,RW,Diaphragm X1,Fine potentiometer offset.,signed 16-bit integer,TBA,450.0,560.0
324,2062,107,RW,Diaphragm X1,Coarse potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
325,2062,108,RW,Diaphragm X1,Coarse potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
326,2062,111,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
327,2062,112,RW,Diaphragm X1,Step start position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
328,2062,113,RW,Diaphragm X1,Step stop position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
329,2062,114,R,Diaphragm X1,Indicates if in position TRUE).,unsigned 8-bit integer,PL/M boolean,0.0,1.0
330,2062,115,RW,Diaphragm X1,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
331,2062,116,R,Diaphragm X1,Raw value of the sensor's fine A potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
332,2062,117,R,Diaphragm X1,Raw value of the sensor's fine B potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
333,2062,118,R,Diaphragm X1,Raw value of the sensor's coarse potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
334,2062,119,R,Diaphragm X1,Raw value of the sensor's check potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
335,2062,125,RW,Diaphragm X1,Check potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
336,2062,126,RW,Diaphragm X1,Check potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
337,2062,129,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
338,2062,195,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
339,2062,196,R,Diaphragm X1,Current desired position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
340,2062,214,RW,Diaphragm X1,Simulated positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
341,2062,219,R,Diaphragm X1,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
342,2062,220,R,Diaphragm X1,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
343,2062,223,R,Diaphragm X1,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
344,2062,227,R,Diaphragm X1,Current positional tolerance,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
345,2062,456,RW,Diaphragm X1,Difference between Coarse pot and Check pot.,signed 32-bit integer,TBA,-2147483648.0,2147483647.0
346,2062,457,RW,Diaphragm X1,Difference between Fine pots.,signed 16-bit integer,TBA,-32768.0,32767.0
347,2062,458,RW,Diaphragm X1,Difference between Fine pots and the predicted fine value derived from the coarse pot.,signed 16-bit integer,TBA,-32768.0,32767.0
348,2062,459,RW,Diaphragm X1,The offset between the coarse and the check pots taken as part of calibration.,unsigned 16-bit integer,TBA,0.0,65535.0
349,2062,156,,Diaphragm X1,max position,,,,
350,2062,155,,Diaphragm X1,min position,,,,
351,2062,151,,Diaphragm X1,rad gain adj,,,,
352,2062,153,,Diaphragm X1,rad offset adj,,,,
353,2062,158,,Diaphragm X1,sensor offset,,,,
354,2063,101,R,Diaphragm X1,Unscaled correlated potentiometers value.,signed 16-bit integer,TBA,-32768.0,32767.0
355,2063,102,RW,Diaphragm X1,The offset to be applied to the raw diaphragm position when converting to a real physical position.,signed 16-bit integer,TBA,-32768.0,32767.0
356,2063,104,RW,Diaphragm X1,Learn calibrate) potentiometer correlation.,unsigned 8-bit integer,PL/M boolean,0.0,255.0
357,2063,105,RW,Diaphragm X1,Fine potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,450.0,560.0
358,2063,106,RW,Diaphragm X1,Fine potentiometer offset.,signed 16-bit integer,TBA,450.0,560.0
359,2063,107,RW,Diaphragm X1,Coarse potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
360,2063,108,RW,Diaphragm X1,Coarse potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
361,2063,111,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,2000.0
362,2063,112,RW,Diaphragm X1,Step start position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
363,2063,113,RW,Diaphragm X1,Step stop position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
364,2063,114,R,Diaphragm X1,Indicates if in position TRUE).,unsigned 8-bit integer,PL/M boolean,0.0,1.0
365,2063,115,RW,Diaphragm X1,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
366,2063,116,R,Diaphragm X1,Raw value of the sensor's fine A potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
367,2063,117,R,Diaphragm X1,Raw value of the sensor's fine B potentiometer.,unsigned 16-bit integer,TBA,0.0,65535.0
368,2063,118,R,Diaphragm X1,Raw value of the sensor's coarse potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
369,2063,119,R,Diaphragm X1,Raw value of the sensor's check potentiometer.,unsigned 16-bit integer,ADC,0.0,65535.0
370,2063,125,RW,Diaphragm X1,Check potentiometer gain.,signed 16-bit integer,gain expressed as ratio of 2048,5000.0,5500.0
371,2063,126,RW,Diaphragm X1,Check potentiometer offset.,signed 16-bit integer,TBA,-5200.0,-3000.0
372,2063,129,R,Diaphragm X1,Current position.,signed 16-bit integer,mm/10 at isocentre,0.0,2000.0
