,Urgentie,Type,Machine,User,Storingsinfo,Status,Meldtijd,Lev.
,Acuut,,Linac1,WOD,XVI paneel kabelbreuk. Volgende dag kabelboom vervangen door Elekta.,-,10/10/2023,0
,Acuut,,Linac1,CLO,"temperature 1 en pressure 1 inhibit, AI12 verangen",-,07/10/2023,0
,Acuut,Versneller,Linac1,GHJ,Hump erreor,-,05/10/2023,0
,Acuut,XVI,Linac4,MAP,"meerdere keren conebeam proberen te maken, vloog er steeds uit bij ong 320 graden",-,05/10/2023,0
,Acuut,,Linac3,CLO,"Kabel breuk XVI paneel, nieuwe kabels",-,03/10/2023,0
,Acuut,,Linac4,CLO,"Linac Automated ASU 2, image breakout board en FKP vervangen, niet opgelost",-,26/09/2023,0
,Acuut,XVI,Linac4,MAP,"XVI storing: CBCT afgeslagen, hierboven tijd van afslaan noteren, daarna op send klikken. (2x)",-,25/09/2023,0
,Acuut,,Linac2,bem,Table clutch interupt actief. Alle tafelbewegingen lijken gewoon te werken.,Actions: - restart AIM,22/09/2023,0
,Acuut,,Linac3,bem,XVI paneel beweegt niet.,Acties: - herstart AIM -> geen effect - ROC boarden in ICCA herplaatst - Linac opnieuw opgestart,21/09/2023,0
,Acuut,Tafel,Linac1,bem,"Tafel bewegingen werken niet. a) Tafel beweging bewegen voor 1 seconde waarna de desbetreffende beweging niet meer werkt. De andere bewegingen die, nog niet geactiveerd zijn, werken (voor 1 seconden) nog wel. b) Onder inhibit verschijnt een lijst met verschillende ref. spanningen en andere meldingen die een inhibit veroorzaken.","Symptomen: a) Tafel beweging bewegen voor 1 seconde waarna de desbetreffende beweging niet meer werkt. De andere bewegingen die, nog niet geactiveerd zijn, werken (voor 1 seconden) nog wel. b) Onder inhibit verschijnt een lijst aan verschillende ref. spanningen en andere meldingen die een inhibit veroorzaken. Acties: a) herstart AIM -> geen resultaat b) Herstart Linac -> dit lijkt het issue op te lossen",19/09/2023,0
,Acuut,,Linac3,bem,"Touch alarm signaal klinkt, XVI detector niet meer te bewegen. Ook niet handmatig. Lampjes in knopjes voor handmatige beweging op XVI paneel knipperen.",Acties ondernomen: a) check of touchalarm geactiveerd is -> geen schakelaars die blijven hangen b) circuit breaker voor Iview arm uit en aan gezet -> geen effect Tijdelijke oplossing: - Pen om XVI detector arm inklapbeweging te borgen blijft hangen. Met de hand de pen omhoog gehouden en het paneel ingeklapt. Daarmee stopt alarm en de beweging werkt weer.,18/09/2023,0
,NietAcuut,XVI,Linac4,PDB,Storing met: XVI,-,18/09/2023,0
,,,,,"KV enabled stop meerdere keren, na reset KFM nogmaals na een uur",,,
,Acuut,,Linac1,ANR,"reset req, table long, loopt stroef en gaat tever. Uittrekken van conebeam gaat erg stroef.",-,13/09/2023,0
,NietAcuut,,Linac3,SLE,Dose Rate mon om 9.20 en om 9.30uur,-,13/09/2023,0
,Acuut,,Linac2,erik,Bending magnet Voltage fout. Een van de bending magnets had een interne kortsluiting met het plaatje van de temperatuur sensor.,-,13/09/2023,1
,Acuut,Versneller,Linac3,bem,XVI detector klapt niet uit,"- Intermitterend probleem. Eén keer na herstarten van de LINAC bewoog de XVI detector wel en iView detector niet. - Checken ledjes op ABC -> ledje ""pivot open selected"" (led 4.2 op ABC) werd niet actief bij activeren van ""detector open"" op HHC. Soms brande het ledje een klein beetje. Het ledje HHC enable (led 5.1 op ABC) ging wel aan bij activeren van side-switches. - Het vervangen van de HHC, kringelsnoer en HHC receiver loste het probleem niet op.",12-9-2023 07:30,0
,NietAcuut,XVI,Linac4,PDB,Storing met: XVI,-,11/09/2023,0
,,,,,4 X AFBREKEN VAN CB VANDAAG LAATSTE KEER OM 12.30 BIJ GANTRYHOEK 325 ALLES OPNIEUW OPGESTART,,,
,NietAcuut,Versneller,Linac3,PDB,Storing met: Versneller,-,08/09/2023,0
,,,,,Dose Rate Mon reset geven bij de laatste 100 me van 2 bogen,,,
,Acuut,ConeBeam_Panel,Linac2,bem,XVI paneel beweegt niet meer na het uitschuiven van de buis waarbij per ongeluk de touchguard werd geactiveerd,"Acties: 1) Reset motors knop indrukken verhielp het probleem niet. 2) Het probleem is verholpen door: a) Resetten van de motor aansturing van de iView en XVI arm door de ""iView arm"" circuit breaker schakelaar uit en aan te zetten en b) daarna de XVI software te herstaren.",07/09/2023,0
,Acuut,XVI,Linac2,bem,XVI reconstructie beelden geven gestreept plaatje.,7sep2023: XVI computer herstart. Reconstructies van MIMI fantoom gemaakt. Reconstructies zijn nu goed.,07/09/2023,0
,Acuut,,Linac3,DAT,dose rate non,-,06/09/2023,0
,NietAcuut,Versneller,Linac3,SLE,"Storing met versneller: Check Fail Ht1, na reset weer verder. Was aan het einde van 1e veld POTD blaas pt",-,05/09/2023,0
,NietAcuut,Versneller,Linac1,HIZ,Storing met: Versneller,SIB bord is iets mis,01/09/2023,0
,,,,,"reset required, bij een laatste veld (geen terminated fault)",,,
,Acuut,,Linac3,CLO,linac 3 down ivm kabel breuk in xvi paneel,-,29/08/2023,0
,NietAcuut,Versneller,Linac1,HIZ,Storing met: Versneller,-,25/08/2023,0
,,,,,dose rate mon=> reset required 2x,,,
,NietAcuut,Versneller,Linac1,MAE,Storing met: Versneller,-,25/08/2023,0
,,,,,?? actie was reset required. konden daarna verder,,,
,Acuut,,Linac2,CLO,leaf not ready,-,24/08/2023,0
,Acuut,Versneller,Linac1,ANR,LP hp posh,-,23/08/2023,0
,Acuut,Versneller,Linac1,hem,2x LP Ph.pos-N gehad,-,21/08/2023,0
,Acuut,Versneller,Linac1,hem,beam timer --> reset required,-,21/08/2023,0
,Acuut,,Linac2,bem,HHC defect,-,21/08/2023,0
,Acuut,versnellerkop,Linac2,bem,`Leafs not ready` tijdens ochtendcontrolle,-,18/08/2023,0
,Acuut,,Linac4,CLO,Agility wilde niet starten,-,18/08/2023,0
,Acuut,,Linac3,,Bij filter S20 plaatsen geeft bord M20 aan. 2x opnieuw M20. Daarna herkent hij niets. Na ferm plaatsen S20 geeft bord S20 aan.,"Schoonmaken met alcohol niet geholpen dus, chris besteld nieuwe onderdeel",16/08/2023,0
,NietAcuut,Versneller,Linac3,SLE,"Storing met versneller: Dose Rate mon. 1e veld, we hadden maar 35 MEs gegeven",-,15/08/2023,0
,Acuut,,Linac3,BBC,DoseRateMon,-,11/08/2023,0
,NietAcuut,Versneller,Linac3,PDB,Storing met: Versneller,-,11/08/2023,0
,,,,,Dose Rate Mon 2 x bij verschillende patienten,,,
,In Pauze,Tafel,Linac1,HDV,"Tafel werkt niet lekker: gaat erg traag omhoog, in longitudinale richting alsof de rem erop zit. Blijft hangen als je de tafel loszet. Soms doet ie het helemaal niet, maakt alleen lawaai.","Londitutionale richting probleem opgelost, nu de hoogte nog.",03/08/2023,0
,NietAcuut,Versneller,Linac4,HPW,Storing met: Versneller,-,31/07/2023,0
,,,,,bij electronen werd het nummer van de inlay niet juist weergegeven.,,,
,Acuut,XVI,Linac3,CLO,"XVI generator fault 5, gefixed met: 1. stop motor 2. XVI generator aan uit 3. reset motors",-,21/07/2023,0
,Acuut,,Linac3,CLO,XVI filter cassette pakt hem niet goed,-,21/07/2023,0
,NietAcuut,,Linac1,HDV,Longitudinale verplaatsing tafel gaat zwaar met loszetten tafel. Maakt ook meer lawaai. Bij uitvoeren verplaatsing vanuit bedieningsruimte klikt de tafel soms erg lang voor de long verplaatsing.,-,20/07/2023,0
,Acuut,Versneller,Linac1,CLO,"hump error, 6MV FFF, doselevel 0.1 lager lijkt het op te lossen, a.s. woensdag dit instellen en checken met waterbak en output",-,17/07/2023,0
,NietAcuut,Mosaiq,Linac2,PDB,Storing met: Mosaiq,-,17/07/2023,0
,,,,,Na het matchen en doorsturen en uitvoeren van de correctie blijft het scherm van de CB erg lang in beeld. Knoppen zijn niet te gebruiken. Na ruim een minuut gaat mosaiq door naar het eerste bestralingsveld.,,,
,Acuut,Tafel,Linac1,CLO,table clutch,-,12/07/2023,0
,NietAcuut,XVI,Linac4,LVK,Storing met: XVI,-,28/06/2023,0
,,,,,kV enable dropped bij CBCT. XVI pc opnieuw opgestart.,,,
,NietAcuut,,Linac2,glenn,Teststoring,-,26/06/2023,0
,NietAcuut,Versneller,Linac1,MOK,Storing met: Versneller,-,21/06/2023,0
,,,,,"glasplaatje tafelbediening rechts kapot, is scherp",,,
,Acuut,Tafel,Linac4,aub,EIM lower limit X. Gevolg: Tafel wou niet meer bewegen,-,07/06/2023,1
,NietAcuut,Versneller,Linac2,PDB,Storing met: Versneller,-,22/05/2023,0
,,,,,beam mu ch 2 Bij 2 stereo instellingen FFF slaat de machine te vroeg af. 1 x 0.9 me 1 x 5 me,,,
,NietAcuut,Versneller,Linac1,DAT,Storing met: Versneller,-,17/05/2023,0
,,,,,Hump error,,,
,Acuut,,Linac1,CLO,"Reset required door table, downards transistion request",Waarschijnlijk kabel breuk,08/05/2023,0
,Acuut,,Linac3,CLO,Table height,Nieuwe correlatie gedaan,08/05/2023,0
,Acuut,,Linac2,CLO,Geen 6 MeV,-,29/04/2023,0
,Acuut,Tafel,Linac3,CLO,Pedestal angle soms 1 graden,-,29/04/2023,0
,Acuut,,Linac3,,Low water pressure,-,29/04/2023,0
,Acuut,versnellerkop,Linac1,,Bij draaien van kop hoor je bij collimator angle -30 en 130 een schurend geluid,Schuimpjes wat CLO en BBC tussen hebben gedaan mogelijk weg,28/04/2023,0
,Acuut,,Linac3,CLO,"xvi klapte eruit, patient hoorde een keiharde pang",-,21/04/2023,0
,NietAcuut,,Linac1,BBC,XVI ImageFrame TimeOut,Wordt nieuwe XVI database hiervoor aangemaakt,17/04/2023,0
,NietAcuut,XVI,Linac1,BBC,"XVI ""KvEnable dropped"" na starten CBCT",-,17/04/2023,0
,Acuut,,Linac3,hem,KV enable dropped (3x achter elkaar),-,13/04/2023,1
,NietAcuut,Versneller,Linac1,HED,Storing met: Versneller,-,03/04/2023,0
,,,,,Kopcamera niet scherp,,,
,NietAcuut,Versneller,Linac1,HED,Storing met: Versneller,Er is een keer extra rubber/schuim materiaal tussen de boot en wand gedaan,03/04/2023,0
,,,,,Toestel maakt geluid bij het draaien. (nee geen vmat ;-) ),,,
,NietAcuut,Versneller,Linac1,PDB,Storing met: Versneller,-,03/04/2023,0
,,,,,gas press,,,
,Acuut,,Linac4,BHL,Leaf Y2 61 beweegt niet,-,29/03/2023,0
,Acuut,versnellerkop,Linac4,CLO,Leaf Y2-68 vast,-,23/03/2023,0
,Acuut,versnellerkop,Linac1,CLO,Ion kamer platen geven geen waarde,Waarschijnlijk SIB board,22/03/2023,0
,Acuut,,Linac2,GHJ,Tubus 14x14 wordt niet herkend door LINAC 2,-,21/03/2023,0
,Acuut,versnellerkop,Linac2,GHJ,Tubus 14x14 wordt niet goed herkend,-,21/03/2023,0
,Acuut,,Linac4,CLO,MLC X2 not ready,"1 leaf liep niet lekker, klodder vet afgehaald Maar er is ook iet met UV licht",20/03/2023,0
,Acuut,,Linac3,CLO,"Kv knop deed niks, geen inhibits of errors","KV interface board is vervangen KFP is vervangen, maar in XVI logs zie je dat het niet aan de knop ligt EVB heeft 1 van de FKP stekkers vastgeschroefd De image breakout board is ook vervangen samen met de buis Elekta Print met relay vervangen",17/03/2023,0
,NietAcuut,Versneller,Linac1,TJJ,Storing met: Versneller,-,14/03/2023,0
,,,,,T2 err,,,
,NietAcuut,Versneller,Linac1,TJJ,Storing met: Versneller,-,03/03/2023,0
,,,,,2T err,,,
,NietAcuut,XVI,Linac4,BBC,kV enable dropped,-,22/02/2023,0
,Acuut,,Linac2,BHL,Bij monteren applicator aan kop wordt deze door Linac niet herkend.,Waarschijnlijk zat de bandkabel voor de accessories niet goed in de Accessory PCB. Deze los gehaald en opnieuw ingestoken. Daarmee probleem verholpen.,16/02/2023,0
,NietAcuut,Versneller,Linac1,TJJ,Storing met: Versneller,-,02/02/2023,0
,,,,,hump error,,,
,Acuut,,Linac2,BHL,Reverse Diode geexplodeerd,Levering op 01-02-2023,31/01/2023,0
,Acuut,,Linac2,CLO,DIODE smurrie aangetroffen op de muur en vloer,-,31/01/2023,0
,Acuut,,Linac4,CLO,Leaf 10 van Y1 raakt kwijt bij 40x40,uv led verhogen,27/01/2023,0
,Preventief,,Linac2,CHT,"Tijdens draaien 1e conebeam, melding: gantry stopped. meldingen weggeklikt, opnioeuw conebeam gedraait. prima",-,27/01/2023,0
,NietAcuut,Overig,CT-SIM,MVS,Storing met: Overig,-,23/01/2023,0
,,,,,contrast in de CT-ring gevonden. Weggehaald voorafgaande aan de air kalibratie.,,,
,NietAcuut,,Linac4,SLE,Storing met versneller: Target chck (+iets met potentiometer). Net geweest en circa 15 minuten geleden al op een andere patient. Na tijd en reset weer verder.,-,18/01/2023,0
,NietAcuut,Versneller,Linac1,LLB,Storing met: Versneller,-,18/01/2023,0
,,,,,prf em check,,,
,NietAcuut,,Linac4,HDV,"XVI paneel staat in S stand, maar wordt niet gezien als S. Paneel moet geheel terug naar M stand en weer terug naar S, dan pakt ie de S wel.",Kabelboom is vervangen,18/01/2023,0
,NietAcuut,Versneller,Linac1,BBC,Storing met: Versneller,-,18/01/2023,0
,,,,,Hump Err,,,
,NietAcuut,,Linac4,SLE,Storing met versneller: dose rate mon,-,16/01/2023,0
,NietAcuut,Versneller,Linac4,PDB,Storing met: Versneller,-,09/01/2023,0
,,,,,HTconK,,,
,Acuut,,Linac2,SLE,"Storing met versneller: Dose rate mon, na reset weer verder",-,04/01/2023,0
,Acuut,,Linac1,CLO,XVI gantry node,iets mis met de CAN communicatie,04/01/2023,0
,In Pauze,,Linac1,CLO,-320v mon weer,-,04/01/2023,0
,Acuut,,Linac1,CLO,SQLSERVER starte niet en chkdsk faalde op nrt,-,04/01/2023,0
,Acuut,,Linac2,CLO,KVDBC en TCS software node,-,03/01/2023,0
,NietAcuut,Versneller,Linac1,PDB,Storing met: Versneller,-,02/01/2023,0
,,,,,MLC not ready reset required,,,
,Acuut,,Linac2,CLO,XVI IP adres conflict en generator fout,-,02/01/2023,0
,Acuut,,Linac2,CLO,iets met leafs,-,30/12/2022,0
,In Pauze,Tafel,Linac1,BHL,Tafel loopt zwaar in long richting,Lagers long richting gesmeerd. Rem gereinigd. Inspectie uitgevoerd geen oorzaak kunnen vinden. Case aangemaakt bij Elekta.,27/12/2022,0
,Acuut,,Linac1,CLO,Leafs not ready Y? 22,-,16/12/2022,0
,NietAcuut,Versneller,Linac1,HED,Storing met: Versneller,-,12/12/2022,0
,,,,,hump error. bij +/- 10 graden vmat mamma bestraling,,,
,NietAcuut,Tafel,Linac3,TJJ,Storing met: Versneller,Correlatie uitgevoerd op hoogte,06/12/2022,0
,,,,,table hight. reset required. Tweede keer na het afstralen van een veld.,,,
,Acuut,,Linac4,CLO,Table longs pots heeft grote fout op 1 punt,-,06/12/2022,0
,Acuut,,Linac2,CLO,Absolute kalibratie long klopte niet,-,06/12/2022,0
,Acuut,,Linac3,CLO,DLG bord doorgebrand,-,30/11/2022,0
,Acuut,Tafel,Linac1,erik,Tafel wou niet meer bewegen.,"In onderzoek. EIM reset hielp niet. Print vervangen, oude ligt op de EIM. ""Reset motors ondanks dat ie er niet om vroeg hielp nu wel"" - Chris",29/11/2022,0
,NietAcuut,XVI,Linac2,DAT,Storing met: XVI,-,29/11/2022,0
,,,,,XVI vloog eruit tijdens het maken van een CBCT. Weer opgestart en toen konden we weer verder.,,,
,NietAcuut,XVI,Linac1,TJJ,Storing met: XVI,-,23/11/2022,0
,,,,,gantry rotion stopped,,,
,NietAcuut,XVI,Linac1,TJJ,Storing met: XVI,-,23/11/2022,0
,,,,,automatic linac asu 1,,,
,NietAcuut,Versneller,Linac1,TJJ,Storing met: Versneller,-,22/11/2022,0
,,,,,hump error,,,
,NietAcuut,Versneller,Linac4,KSS,Storing met: Versneller,-,21/11/2022,0
,,,,,Magnetron Fillament volt problemen. Linac viel uit.,,,
,Acuut,,Linac4,GHJ,kV enabled,-,17/11/2022,0
,Acuut,,Linac4,GHJ,autosetup werkt niet met hand verplaatst,-,17/11/2022,0
,Acuut,,Linac4,GHJ,serious error xvi 2x opnieuw opgestart voordat eea weer functioneert,-,16/11/2022,0
,NietAcuut,Versneller,Linac4,NIE,Storing met: Versneller,-,10/11/2022,0
,,,,,Touchguard melding tijdens het stralen terwijl er geen botsing was. 2x geweest vandaag rond 11 uur,,,
,NietAcuut,,Linac3,SLE,Storing met de applicator: Y val var app,-,08/11/2022,0
,Acuut,,CT-SIM,GHJ,Bij elk bestralingsveld extra setup geven om pedestel te corrigeren.... Het gaat hier niet om de downtijd,-,02/11/2022,0
,NietAcuut,,Linac3,SBK,2 keer Dose Rate Mon binnen 30 seconden,-,01/11/2022,0
,Acuut,Tafel,Linac4,CLO,Table heigth corrolation error,-,31/10/2022,1
,Acuut,Versneller,Linac3,BHL,Tijdens metingen is gebleken dat op gantry hoek -130 graden de symmetrie 3.5% afwijking heeft. Dit is buiten toleranties.,Contact gehad met Elekta. Maandag 31-10 wordt de GUN vervangen i.c.m. het maken van nieuwe Look-up tables.,28/10/2022,0
,Acuut,,Linac2,CLO,XVI enabled dropped,reden van kv enabled dropped is iets met table,20/10/2022,0
,Acuut,,Linac2,CLO,Mosaiq was traag,-,17/10/2022,0
,Acuut,Versneller,Linac1,BHL,Vacuum valt weg. 10-4 trip. BL + EvB,"Voeding ionen pomp lijkt defect. Contact gehad met Jan Schokker. Met rush een voeding besteld. Turbo pomp aangesloten. Nadat deze 1,5 uur, gekoppeld met versneller, heeft staan pompen, klep tussen turbo en linac open gedraaid. Vacuum leekt geheel weg te vallen en binnen 20 seconden terug te zijn. Waarden bleven te laag. Dag later i.s.m Jan Schokker geheel vacuum systeem vervangen (Pompen+Voeding) wegens vermoedens van ketting reacties. Daarna bleef vacuum wel goed.",12/10/2022,1
,Preventief,,Linac4,GDV,Bij laterale verschuiving naar 90 kant maakt de tafel een ratelend / knarsend geluid (alsof er een papiertje tussen zit),-,10/10/2022,0
,NietAcuut,Versneller,Linac1,KSS,Storing met: Versneller,-,28/09/2022,0
,,,,,"Leaves not Ready x1. PFRN check (of iets dergelijks) VMAT bleef hangen, maar ging daarna uit zichzelf tóch weer door",,,
,NietAcuut,Mosaiq,Linac2,KSS,VMAT arc afsluiten doet Ã©rg lang (>60sec). Hopelijk maandagochtend gedoe,-,26/09/2022,0
,Preventief,Versneller,Linac2,BHL,"Vacuum problemen. Gun vacuum is al weken slecht (5.95). Actie icm jaarlijks onderhoud + 1 dag extra onderhoud voor afregelen bundel e.d. Besloten tot vervanging Gun + Gun pomp. Samen met Edwin Holt deze vervangen. Later bleek Target pomp slecht, dus ook vervangen. In eerste instantie goed vacuum op 3e dag van onderhoud. Week later, vacuum weer op zelfde oude niveau.",-,21/09/2022,1
,Acuut,,Linac2,CLO,Vrijdag ervoor konden de laboranten een plan niet afstralen vanwege een leaf Intellimax zegt ook TerminatedMLCErrorAlarm 3 leafs kwamen niet door diagnostic,-,05/09/2022,0
,Acuut,,Linac4,SLE,Storing met versneller Dose Rate Mon 6MV,-,01/09/2022,0
,Acuut,versnellerkop,Linac2,BHL,MLC not ready,"Probleem met leaf 42 Y2. Motor vervangen, LMDB omgewisseld. Spindle vervangen, leaf schoongemaakt.",31/08/2022,0
,NietAcuut,,Linac4,SLE,Storing met versneller: Dose Rate mon. Weet het exacte tijd niet meer.,-,30/08/2022,0
,Lange termijn,,Linac2,GHJ,Leaves not ready terminated fault 2X,-,25/08/2022,0
,NietAcuut,,Linac4,INB,y-waarde al weken in oranje bij opstarten mimi-fantoom. Ook al eens mondeling gemeld.,"In onderzoek. Op 9-9 gekeken, afwijkingen gezien nog geen oorzaak gevonden.",25/08/2022,0
,Acuut,XVI,Linac2,GHJ,XVI crasht 3x 3x opnieuw opgestart bij mamma BH,-,23/08/2022,0
,NietAcuut,XVI,Linac2,HIZ,Storing met: XVI,-,22/08/2022,0
,,,,,"Na XVI opeens storing, => close program => opnieuw XVI opgestart => bleef lang in startscherm hangen met 2 rode blokjes onderin (= agle en collum fout) + TCS software note onderin beeld",,,
,Acuut,versnellerkop,Linac4,EVB,MLC storing Linac 4. Komt niet meer door de Agillity calibratie.,-,18/08/2022,1
,NietAcuut,Versneller,Linac1,KSS,Storing met: Versneller,-,15/08/2022,0
,,,,,dos mon rate,,,
,NietAcuut,XVI,Linac1,BBC,"Storing met: Versneller, XVI",-,15/08/2022,0
,,Versneller,,,KV enable dropped,,,
,NietAcuut,,Linac1,KSS,"Dose Rate Mon storing, 3x in afgelopen 20min",-,15/08/2022,0
,NietAcuut,,Linac1,SLE,Storing met versneller: Hump Error. Weet niet de exact tijd meer.,-,11/08/2022,0
,NietAcuut,,Linac1,SLE,Storing met versneller: Dose rate mon (weet niet meer de exacte tijd),-,11/08/2022,0
,Acuut,,Linac2,MOK,"a priori niet uit te voeren vanuit bedieningsruimte , wel in bunker",-,08/08/2022,0
,NietAcuut,Versneller,Linac1,HDV,Storing met: Versneller,-,05/08/2022,0
,,,,,"dose rate mon tijdens vmat, reset required",,,
,NietAcuut,Versneller,Linac1,BBC,Storing met: Versneller,-,01/08/2022,0
,,,,,"Bij bedienen tafel met console aan de tafel aan A-zijde (?) (met het gezicht naar de gantry, de Li zijde) gaat de hoogtebeniening zeer haperig.",,,
